,year_id,date_game,is_playoffs,team_id,opp_id,game_result
61923,1990,11/3/1989,0,ATL,IND,L
61925,1990,11/3/1989,0,BOS,MIL,W
61927,1990,11/3/1989,0,CHH,WSB,L
61928,1990,11/3/1989,0,CHI,CLE,W
61931,1990,11/3/1989,0,DAL,LAL,L
61933,1990,11/3/1989,0,DET,NYK,W
61934,1990,11/3/1989,0,LAC,HOU,W
61937,1990,11/3/1989,0,MIA,NJN,L
61939,1990,11/3/1989,0,PHO,GSW,W
61940,1990,11/3/1989,0,POR,SAC,W
61943,1990,11/3/1989,0,SEA,MIN,W
61944,1990,11/3/1989,0,UTA,DEN,W
61947,1990,11/4/1989,0,CHI,BOS,L
61949,1990,11/4/1989,0,DEN,PHO,W
61951,1990,11/4/1989,0,GSW,HOU,L
61952,1990,11/4/1989,0,IND,CLE,W
61955,1990,11/4/1989,0,NYK,MIA,W
61957,1990,11/4/1989,0,ORL,NJN,L
61959,1990,11/4/1989,0,PHI,MIL,L
61960,1990,11/4/1989,0,SAC,SEA,W
61962,1990,11/4/1989,0,SAS,LAL,W
61965,1990,11/4/1989,0,WSB,DET,L
61966,1990,11/5/1989,0,POR,MIN,W
61969,1990,11/6/1989,0,ORL,NYK,W
61970,1990,11/7/1989,0,ATL,WSB,L
61973,1990,11/7/1989,0,CHI,DET,W
61974,1990,11/7/1989,0,GSW,LAC,W
61976,1990,11/7/1989,0,HOU,POR,W
61979,1990,11/7/1989,0,LAL,PHO,W
61980,1990,11/7/1989,0,MIL,BOS,W
61982,1990,11/7/1989,0,NJN,MIA,L
61984,1990,11/7/1989,0,SAC,DAL,W
61987,1990,11/7/1989,0,SEA,CHH,W
61988,1990,11/8/1989,0,CLE,ORL,L
61991,1990,11/8/1989,0,DEN,SAC,W
61993,1990,11/8/1989,0,IND,DET,W
61995,1990,11/8/1989,0,LAC,DAL,L
61997,1990,11/8/1989,0,MIN,CHI,L
61998,1990,11/8/1989,0,PHI,MIA,W
62001,1990,11/8/1989,0,SAS,POR,L
62002,1990,11/8/1989,0,UTA,CHH,W
62005,1990,11/8/1989,0,WSB,BOS,W
62007,1990,11/9/1989,0,GSW,LAL,L
62008,1990,11/9/1989,0,HOU,DEN,L
62011,1990,11/9/1989,0,MIL,SEA,W
62012,1990,11/9/1989,0,NYK,NJN,W
62015,1990,11/10/1989,0,BOS,ATL,W
62016,1990,11/10/1989,0,DAL,POR,L
62019,1990,11/10/1989,0,IND,MIA,W
62020,1990,11/10/1989,0,LAL,CHH,W
62022,1990,11/10/1989,0,MIN,PHI,W
62025,1990,11/10/1989,0,NJN,CHI,W
62027,1990,11/10/1989,0,ORL,DET,L
62029,1990,11/10/1989,0,PHO,SAC,W
62030,1990,11/10/1989,0,UTA,SAS,W
62033,1990,11/10/1989,0,WSB,CLE,W
62035,1990,11/11/1989,0,ATL,ORL,W
62037,1990,11/11/1989,0,CHI,SEA,W
62038,1990,11/11/1989,0,CLE,BOS,W
62040,1990,11/11/1989,0,GSW,CHH,W
62043,1990,11/11/1989,0,HOU,UTA,W
62044,1990,11/11/1989,0,LAC,NYK,L
62046,1990,11/11/1989,0,MIA,DET,W
62048,1990,11/11/1989,0,MIL,PHI,L
62050,1990,11/11/1989,0,SAS,DEN,W
62052,1990,11/12/1989,0,LAL,DAL,W
62054,1990,11/12/1989,0,MIN,SEA,L
62056,1990,11/12/1989,0,POR,WSB,L
62059,1990,11/13/1989,0,ORL,ATL,L
62060,1990,11/13/1989,0,UTA,WSB,W
62063,1990,11/14/1989,0,BOS,PHI,W
62064,1990,11/14/1989,0,CHH,ORL,W
62066,1990,11/14/1989,0,LAC,DEN,W
62069,1990,11/14/1989,0,MIA,HOU,W
62071,1990,11/14/1989,0,MIL,SAS,W
62073,1990,11/14/1989,0,MIN,GSW,W
62075,1990,11/14/1989,0,NJN,CLE,L
62076,1990,11/14/1989,0,POR,NYK,W
62079,1990,11/14/1989,0,SAC,CHI,L
62081,1990,11/14/1989,0,SEA,DAL,L
62083,1990,11/15/1989,0,BOS,NJN,W
62085,1990,11/15/1989,0,CLE,GSW,W
62087,1990,11/15/1989,0,DEN,WSB,W
62089,1990,11/15/1989,0,DET,MIA,W
62091,1990,11/15/1989,0,LAL,IND,W
62093,1990,11/15/1989,0,MIN,SAS,L
62094,1990,11/15/1989,0,PHI,CHH,W
62097,1990,11/15/1989,0,PHO,POR,W
62099,1990,11/15/1989,0,UTA,CHI,W
62100,1990,11/16/1989,0,HOU,LAC,W
62102,1990,11/16/1989,0,MIL,ORL,W
62104,1990,11/16/1989,0,SAC,NYK,L
62107,1990,11/16/1989,0,SEA,WSB,W
62109,1990,11/17/1989,0,BOS,MIN,W
62111,1990,11/17/1989,0,CHH,GSW,W
62112,1990,11/17/1989,0,CLE,ATL,W
62114,1990,11/17/1989,0,DAL,LAC,W
62116,1990,11/17/1989,0,DET,MIL,W
62119,1990,11/17/1989,0,LAL,DEN,W
62121,1990,11/17/1989,0,PHI,SAS,W
62123,1990,11/17/1989,0,POR,PHO,W
62124,1990,11/17/1989,0,UTA,IND,W
62126,1990,11/18/1989,0,ATL,GSW,W
62129,1990,11/18/1989,0,DAL,MIA,W
62131,1990,11/18/1989,0,DEN,HOU,W
62133,1990,11/18/1989,0,DET,BOS,W
62135,1990,11/18/1989,0,NJN,SAS,L
62136,1990,11/18/1989,0,NYK,MIN,W
62138,1990,11/18/1989,0,ORL,PHI,W
62140,1990,11/18/1989,0,PHO,WSB,W
62143,1990,11/18/1989,0,SAC,IND,W
62144,1990,11/18/1989,0,SEA,CHI,W
62146,1990,11/19/1989,0,HOU,MIA,W
62148,1990,11/19/1989,0,LAL,WSB,W
62151,1990,11/19/1989,0,POR,SEA,W
62152,1990,11/21/1989,0,CHH,MIA,L
62155,1990,11/21/1989,0,DEN,DAL,W
62156,1990,11/21/1989,0,DET,ATL,L
62159,1990,11/21/1989,0,IND,BOS,W
62161,1990,11/21/1989,0,MIN,UTA,L
62163,1990,11/21/1989,0,NYK,HOU,W
62165,1990,11/21/1989,0,POR,CHI,W
62167,1990,11/21/1989,0,SAC,ORL,L
62169,1990,11/21/1989,0,SAS,PHO,W
62171,1990,11/21/1989,0,SEA,NJN,W
62173,1990,11/21/1989,0,WSB,MIL,W
62175,1990,11/22/1989,0,BOS,HOU,W
62176,1990,11/22/1989,0,CLE,NYK,W
62179,1990,11/22/1989,0,GSW,SAC,W
62180,1990,11/22/1989,0,LAC,NJN,W
62183,1990,11/22/1989,0,MIA,PHI,L
62184,1990,11/22/1989,0,MIL,ATL,W
62187,1990,11/22/1989,0,MIN,DEN,L
62189,1990,11/22/1989,0,PHO,CHI,L
62191,1990,11/22/1989,0,UTA,ORL,L
62192,1990,11/24/1989,0,BOS,IND,L
62194,1990,11/24/1989,0,CHH,HOU,L
62197,1990,11/24/1989,0,DAL,MIN,W
62198,1990,11/24/1989,0,DEN,SEA,W
62201,1990,11/24/1989,0,DET,CLE,W
62203,1990,11/24/1989,0,LAC,SAS,L
62204,1990,11/24/1989,0,MIA,ATL,L
62207,1990,11/24/1989,0,PHI,WSB,W
62208,1990,11/24/1989,0,PHO,ORL,W
62211,1990,11/24/1989,0,POR,NJN,W
62213,1990,11/25/1989,0,ATL,BOS,W
62214,1990,11/25/1989,0,CHH,MIN,W
62217,1990,11/25/1989,0,CLE,HOU,L
62218,1990,11/25/1989,0,DAL,SEA,L
62221,1990,11/25/1989,0,GSW,CHI,L
62222,1990,11/25/1989,0,IND,PHI,L
62224,1990,11/25/1989,0,NYK,MIL,W
62226,1990,11/25/1989,0,SAC,NJN,W
62229,1990,11/25/1989,0,UTA,LAL,L
62231,1990,11/25/1989,0,WSB,MIA,W
62232,1990,11/26/1989,0,LAC,CHI,W
62234,1990,11/26/1989,0,LAL,SAS,W
62237,1990,11/26/1989,0,POR,DET,W
62238,1990,11/27/1989,0,MIL,IND,L
62241,1990,11/27/1989,0,NYK,CHH,W
62242,1990,11/27/1989,0,UTA,NJN,W
62244,1990,11/28/1989,0,CHI,ATL,W
62247,1990,11/28/1989,0,CLE,WSB,W
62249,1990,11/28/1989,0,DEN,GSW,W
62251,1990,11/28/1989,0,HOU,LAL,W
62252,1990,11/28/1989,0,ORL,MIA,W
62255,1990,11/28/1989,0,POR,LAC,W
62256,1990,11/28/1989,0,SAC,DET,L
62258,1990,11/28/1989,0,SAS,SEA,W
62261,1990,11/29/1989,0,DAL,CHH,W
62262,1990,11/29/1989,0,GSW,NYK,L
62264,1990,11/29/1989,0,IND,UTA,W
62267,1990,11/29/1989,0,LAC,MIL,L
62269,1990,11/29/1989,0,MIA,MIN,L
62271,1990,11/29/1989,0,NJN,BOS,L
62272,1990,11/29/1989,0,PHI,CLE,W
62274,1990,11/29/1989,0,PHO,DET,L
62277,1990,11/29/1989,0,WSB,ATL,L
62278,1990,11/30/1989,0,DEN,MIL,W
62280,1990,11/30/1989,0,HOU,CHH,W
62282,1990,11/30/1989,0,ORL,MIN,W
62285,1990,11/30/1989,0,SAC,LAL,L
62286,1990,11/30/1989,0,SAS,DAL,W
62289,1990,11/30/1989,0,SEA,NYK,W
62291,1990,12/1/1989,0,ATL,UTA,W
62292,1990,12/1/1989,0,BOS,CLE,W
62294,1990,12/1/1989,0,IND,ORL,W
62297,1990,12/1/1989,0,LAL,DET,L
62298,1990,12/1/1989,0,NJN,MIA,W
62301,1990,12/1/1989,0,PHO,LAC,W
62302,1990,12/1/1989,0,POR,GSW,W
62305,1990,12/1/1989,0,WSB,PHI,W
62307,1990,12/2/1989,0,ATL,PHI,W
62309,1990,12/2/1989,0,CLE,MIN,L
62310,1990,12/2/1989,0,DEN,POR,W
62312,1990,12/2/1989,0,GSW,MIL,W
62314,1990,12/2/1989,0,HOU,DAL,L
62317,1990,12/2/1989,0,LAC,SAC,W
62318,1990,12/2/1989,0,MIA,CHI,L
62321,1990,12/2/1989,0,PHO,NYK,L
62322,1990,12/2/1989,0,SAS,CHH,W
62325,1990,12/2/1989,0,SEA,DET,W
62326,1990,12/2/1989,0,WSB,UTA,L
62329,1990,12/3/1989,0,LAL,NYK,W
62331,1990,12/4/1989,0,ORL,POR,L
62332,1990,12/5/1989,0,CHH,BOS,L
62334,1990,12/5/1989,0,CHI,DEN,W
62337,1990,12/5/1989,0,CLE,UTA,L
62339,1990,12/5/1989,0,DAL,GSW,W
62340,1990,12/5/1989,0,LAL,LAC,W
62342,1990,12/5/1989,0,MIA,POR,L
62345,1990,12/5/1989,0,MIN,NJN,W
62347,1990,12/5/1989,0,NYK,PHI,W
62348,1990,12/5/1989,0,SAC,MIL,W
62350,1990,12/5/1989,0,SEA,HOU,W
62352,1990,12/6/1989,0,BOS,NYK,W
62355,1990,12/6/1989,0,DET,WSB,W
62356,1990,12/6/1989,0,IND,DEN,W
62358,1990,12/6/1989,0,ORL,ATL,L
62361,1990,12/6/1989,0,PHI,MIA,W
62363,1990,12/6/1989,0,SAS,GSW,W
62364,1990,12/7/1989,0,CHH,POR,L
62366,1990,12/7/1989,0,LAC,CLE,W
62368,1990,12/7/1989,0,LAL,PHO,W
62371,1990,12/7/1989,0,UTA,DAL,W
62373,1990,12/8/1989,0,ATL,POR,W
62374,1990,12/8/1989,0,BOS,DEN,L
62377,1990,12/8/1989,0,DAL,SAS,L
62378,1990,12/8/1989,0,GSW,SAC,L
62380,1990,12/8/1989,0,HOU,NJN,L
62382,1990,12/8/1989,0,IND,CHI,W
62385,1990,12/8/1989,0,MIA,ORL,W
62386,1990,12/8/1989,0,PHI,DET,W
62388,1990,12/8/1989,0,PHO,MIL,W
62390,1990,12/9/1989,0,ATL,MIN,W
62393,1990,12/9/1989,0,CHH,DEN,L
62394,1990,12/9/1989,0,CHI,PHI,W
62396,1990,12/9/1989,0,DET,IND,W
62398,1990,12/9/1989,0,NYK,BOS,W
62400,1990,12/9/1989,0,SAC,CLE,L
62402,1990,12/9/1989,0,SAS,NJN,W
62404,1990,12/9/1989,0,SEA,LAC,W
62407,1990,12/9/1989,0,UTA,HOU,W
62408,1990,12/9/1989,0,WSB,LAL,W
62410,1990,12/10/1989,0,MIL,POR,W
62413,1990,12/10/1989,0,ORL,LAL,W
62415,1990,12/11/1989,0,UTA,CLE,L
62416,1990,12/12/1989,0,ATL,SAS,W
62419,1990,12/12/1989,0,CHH,LAL,L
62421,1990,12/12/1989,0,CHI,DAL,W
62422,1990,12/12/1989,0,DEN,DET,L
62424,1990,12/12/1989,0,HOU,PHO,W
62427,1990,12/12/1989,0,IND,MIN,W
62428,1990,12/12/1989,0,MIL,ORL,W
62431,1990,12/12/1989,0,NJN,PHI,W
62432,1990,12/12/1989,0,POR,LAC,W
62435,1990,12/12/1989,0,SAC,GSW,L
62437,1990,12/13/1989,0,BOS,SEA,W
62438,1990,12/13/1989,0,CLE,MIL,W
62441,1990,12/13/1989,0,GSW,DEN,W
62442,1990,12/13/1989,0,LAC,DET,W
62444,1990,12/13/1989,0,MIA,LAL,L
62447,1990,12/13/1989,0,MIN,DAL,L
62449,1990,12/13/1989,0,PHI,ATL,W
62451,1990,12/13/1989,0,UTA,PHO,W
62453,1990,12/14/1989,0,CHI,ORL,W
62455,1990,12/14/1989,0,NJN,IND,L
62457,1990,12/14/1989,0,SAS,HOU,W
62458,1990,12/14/1989,0,WSB,CHH,W
62460,1990,12/15/1989,0,ATL,NYK,L
62463,1990,12/15/1989,0,BOS,LAL,L
62464,1990,12/15/1989,0,CLE,SEA,W
62467,1990,12/15/1989,0,DEN,SAC,W
62469,1990,12/15/1989,0,IND,MIL,L
62470,1990,12/15/1989,0,MIN,MIA,L
62472,1990,12/15/1989,0,PHI,DAL,L
62474,1990,12/15/1989,0,PHO,HOU,W
62477,1990,12/15/1989,0,POR,GSW,L
62479,1990,12/15/1989,0,UTA,DET,W
62480,1990,12/16/1989,0,CHI,CHH,W
62482,1990,12/16/1989,0,GSW,DET,W
62484,1990,12/16/1989,0,LAC,DEN,W
62486,1990,12/16/1989,0,MIL,MIA,L
62489,1990,12/16/1989,0,NJN,LAL,L
62490,1990,12/16/1989,0,NYK,SEA,W
62492,1990,12/16/1989,0,SAS,ORL,W
62495,1990,12/16/1989,0,WSB,DAL,W
62496,1990,12/17/1989,0,HOU,ORL,W
62499,1990,12/17/1989,0,MIN,UTA,L
62501,1990,12/17/1989,0,POR,IND,W
62502,1990,12/17/1989,0,SAC,PHO,L
62504,1990,12/19/1989,0,ATL,SAC,W
62507,1990,12/19/1989,0,CHH,DAL,W
62509,1990,12/19/1989,0,CHI,LAL,W
62511,1990,12/19/1989,0,DET,SEA,W
62513,1990,12/19/1989,0,LAC,IND,W
62514,1990,12/19/1989,0,MIA,NJN,L
62516,1990,12/19/1989,0,MIL,BOS,L
62519,1990,12/19/1989,0,NYK,UTA,W
62521,1990,12/19/1989,0,POR,HOU,W
62523,1990,12/19/1989,0,WSB,MIN,W
62525,1990,12/20/1989,0,BOS,UTA,W
62527,1990,12/20/1989,0,CLE,DEN,L
62528,1990,12/20/1989,0,GSW,HOU,W
62530,1990,12/20/1989,0,MIN,LAL,L
62532,1990,12/20/1989,0,NJN,DAL,L
62534,1990,12/20/1989,0,ORL,CHI,W
62536,1990,12/20/1989,0,PHI,WSB,W
62539,1990,12/20/1989,0,PHO,IND,L
62541,1990,12/20/1989,0,SAS,SAC,W
62543,1990,12/21/1989,0,MIA,ATL,L
62544,1990,12/21/1989,0,SEA,POR,W
62546,1990,12/22/1989,0,ATL,CHI,L
62549,1990,12/22/1989,0,BOS,PHI,L
62550,1990,12/22/1989,0,CHH,UTA,L
62553,1990,12/22/1989,0,DAL,LAC,W
62554,1990,12/22/1989,0,GSW,IND,W
62557,1990,12/22/1989,0,HOU,SAC,W
62559,1990,12/22/1989,0,MIL,CLE,W
62560,1990,12/22/1989,0,NJN,DET,L
62562,1990,12/22/1989,0,ORL,DEN,L
62564,1990,12/22/1989,0,PHO,SAS,L
62567,1990,12/22/1989,0,WSB,NYK,L
62569,1990,12/23/1989,0,DAL,SAC,W
62571,1990,12/23/1989,0,DET,ORL,W
62573,1990,12/23/1989,0,MIA,DEN,L
62575,1990,12/23/1989,0,MIN,MIL,L
62576,1990,12/23/1989,0,NYK,NJN,W
62578,1990,12/23/1989,0,PHI,CHI,W
62581,1990,12/23/1989,0,PHO,LAC,W
62583,1990,12/23/1989,0,SAS,UTA,W
62585,1990,12/23/1989,0,SEA,IND,L
62586,1990,12/25/1989,0,ATL,CLE,W
62589,1990,12/26/1989,0,CHH,SAS,L
62591,1990,12/26/1989,0,CHI,MIN,W
62593,1990,12/26/1989,0,DEN,PHI,W
62595,1990,12/26/1989,0,IND,ORL,W
62597,1990,12/26/1989,0,LAC,BOS,L
62599,1990,12/26/1989,0,LAL,SAC,W
62600,1990,12/26/1989,0,MIA,NYK,L
62602,1990,12/26/1989,0,MIL,HOU,W
62604,1990,12/26/1989,0,NJN,WSB,W
62606,1990,12/26/1989,0,PHO,POR,W
62609,1990,12/26/1989,0,UTA,GSW,W
62611,1990,12/27/1989,0,CLE,DET,L
62612,1990,12/27/1989,0,DAL,ATL,W
62614,1990,12/27/1989,0,MIN,HOU,W
62617,1990,12/27/1989,0,ORL,IND,L
62619,1990,12/27/1989,0,SAC,BOS,L
62621,1990,12/27/1989,0,SEA,PHI,W
62622,1990,12/27/1989,0,WSB,SAS,L
62625,1990,12/28/1989,0,CHH,CLE,W
62626,1990,12/28/1989,0,DEN,MIA,W
62628,1990,12/28/1989,0,LAC,GSW,W
62631,1990,12/28/1989,0,NJN,NYK,L
62633,1990,12/28/1989,0,UTA,POR,W
62634,1990,12/29/1989,0,CHI,SAS,W
62637,1990,12/29/1989,0,DAL,POR,L
62638,1990,12/29/1989,0,DET,MIL,L
62641,1990,12/29/1989,0,IND,HOU,W
62643,1990,12/29/1989,0,LAL,GSW,W
62645,1990,12/29/1989,0,MIN,PHO,L
62646,1990,12/29/1989,0,SAC,PHI,W
62648,1990,12/29/1989,0,SEA,BOS,L
62651,1990,12/30/1989,0,CHH,HOU,W
62653,1990,12/30/1989,0,CLE,PHO,W
62655,1990,12/30/1989,0,DAL,DEN,W
62657,1990,12/30/1989,0,DET,NJN,W
62658,1990,12/30/1989,0,IND,ATL,W
62661,1990,12/30/1989,0,LAC,PHI,L
62663,1990,12/30/1989,0,MIL,MIN,W
62665,1990,12/30/1989,0,NYK,ORL,W
62666,1990,12/30/1989,0,UTA,MIA,W
62669,1990,12/30/1989,0,WSB,CHI,L
62670,1990,1/2/1990,0,ATL,MIL,W
62673,1990,1/2/1990,0,DAL,IND,W
62675,1990,1/2/1990,0,GSW,UTA,W
62677,1990,1/2/1990,0,MIN,LAC,L
62678,1990,1/2/1990,0,NYK,PHO,L
62681,1990,1/2/1990,0,ORL,DET,L
62682,1990,1/2/1990,0,POR,MIA,W
62685,1990,1/2/1990,0,WSB,NJN,W
62686,1990,1/3/1990,0,BOS,WSB,W
62689,1990,1/3/1990,0,CLE,CHI,L
62691,1990,1/3/1990,0,DET,LAC,W
62692,1990,1/3/1990,0,HOU,IND,W
62695,1990,1/3/1990,0,LAL,DEN,W
62697,1990,1/3/1990,0,NJN,MIL,L
62698,1990,1/3/1990,0,SAS,PHI,W
62701,1990,1/3/1990,0,SEA,UTA,L
62702,1990,1/4/1990,0,GSW,MIA,W
62705,1990,1/4/1990,0,MIN,CHH,W
62706,1990,1/4/1990,0,NYK,ATL,W
62708,1990,1/4/1990,0,PHO,DAL,W
62711,1990,1/4/1990,0,SAC,DEN,L
62713,1990,1/5/1990,0,BOS,LAC,L
62715,1990,1/5/1990,0,CHI,ORL,W
62717,1990,1/5/1990,0,CLE,WSB,W
62718,1990,1/5/1990,0,DAL,PHI,L
62720,1990,1/5/1990,0,DET,IND,W
62722,1990,1/5/1990,0,POR,UTA,W
62725,1990,1/5/1990,0,SEA,MIA,W
62726,1990,1/6/1990,0,ATL,NJN,W
62728,1990,1/6/1990,0,CHH,IND,W
62731,1990,1/6/1990,0,DEN,UTA,L
62733,1990,1/6/1990,0,DET,NYK,W
62735,1990,1/6/1990,0,GSW,LAL,W
62737,1990,1/6/1990,0,HOU,PHI,W
62738,1990,1/6/1990,0,MIL,CHI,W
62741,1990,1/6/1990,0,ORL,CLE,L
62742,1990,1/6/1990,0,SAC,POR,L
62744,1990,1/6/1990,0,SAS,MIN,W
62746,1990,1/6/1990,0,SEA,PHO,W
62749,1990,1/6/1990,0,WSB,BOS,L
62751,1990,1/7/1990,0,LAL,MIA,W
62753,1990,1/7/1990,0,NJN,ATL,W
62755,1990,1/7/1990,0,NYK,LAC,W
62756,1990,1/8/1990,0,DAL,SEA,W
62759,1990,1/8/1990,0,GSW,DEN,W
62760,1990,1/8/1990,0,MIL,CHH,W
62763,1990,1/8/1990,0,ORL,SAS,W
62765,1990,1/8/1990,0,PHI,IND,W
62766,1990,1/8/1990,0,POR,SAC,W
62768,1990,1/9/1990,0,CHH,LAC,L
62770,1990,1/9/1990,0,DET,CHI,W
62772,1990,1/9/1990,0,HOU,SEA,W
62775,1990,1/9/1990,0,MIA,SAS,L
62777,1990,1/9/1990,0,NJN,BOS,W
62779,1990,1/9/1990,0,NYK,WSB,W
62780,1990,1/9/1990,0,PHO,LAL,W
62782,1990,1/9/1990,0,SAC,MIN,W
62785,1990,1/10/1990,0,ATL,LAC,L
62786,1990,1/10/1990,0,BOS,DET,W
62788,1990,1/10/1990,0,CLE,MIL,L
62791,1990,1/10/1990,0,GSW,DAL,W
62792,1990,1/10/1990,0,IND,CHI,W
62794,1990,1/10/1990,0,LAL,ORL,W
62796,1990,1/10/1990,0,PHI,NYK,W
62798,1990,1/10/1990,0,UTA,DEN,W
62800,1990,1/11/1990,0,DEN,ORL,W
62803,1990,1/11/1990,0,MIA,WSB,L
62805,1990,1/11/1990,0,MIN,POR,L
62807,1990,1/11/1990,0,NJN,CHH,W
62809,1990,1/11/1990,0,SAC,HOU,L
62810,1990,1/11/1990,0,SEA,DAL,W
62812,1990,1/12/1990,0,BOS,SAS,L
62814,1990,1/12/1990,0,CHH,CHI,L
62816,1990,1/12/1990,0,DET,MIN,W
62818,1990,1/12/1990,0,IND,NYK,L
62821,1990,1/12/1990,0,LAL,HOU,W
62823,1990,1/12/1990,0,MIL,LAC,L
62824,1990,1/12/1990,0,PHI,CLE,L
62826,1990,1/12/1990,0,PHO,SAC,W
62829,1990,1/13/1990,0,CHI,LAC,W
62831,1990,1/13/1990,0,CLE,NJN,W
62833,1990,1/13/1990,0,DAL,UTA,L
62834,1990,1/13/1990,0,DEN,PHO,L
62836,1990,1/13/1990,0,DET,POR,W
62838,1990,1/13/1990,0,GSW,ORL,W
62841,1990,1/13/1990,0,IND,MIL,W
62843,1990,1/13/1990,0,MIA,BOS,L
62845,1990,1/13/1990,0,NYK,SAS,W
62846,1990,1/13/1990,0,SEA,ATL,W
62849,1990,1/13/1990,0,WSB,PHI,L
62850,1990,1/14/1990,0,NJN,POR,L
62853,1990,1/15/1990,0,CLE,SAS,W
62855,1990,1/15/1990,0,DEN,DAL,W
62856,1990,1/15/1990,0,IND,GSW,W
62858,1990,1/15/1990,0,LAL,SAC,W
62861,1990,1/15/1990,0,NYK,CHI,W
62863,1990,1/15/1990,0,PHO,CHH,W
62864,1990,1/15/1990,0,SEA,HOU,W
62867,1990,1/15/1990,0,WSB,MIA,L
62869,1990,1/16/1990,0,LAC,CHH,W
62870,1990,1/16/1990,0,MIL,GSW,W
62873,1990,1/16/1990,0,POR,DEN,W
62875,1990,1/16/1990,0,SAC,ATL,W
62877,1990,1/17/1990,0,DAL,PHO,L
62879,1990,1/17/1990,0,HOU,CLE,W
62881,1990,1/17/1990,0,LAL,SEA,W
62883,1990,1/17/1990,0,MIA,IND,W
62885,1990,1/17/1990,0,NJN,WSB,W
62886,1990,1/17/1990,0,ORL,BOS,L
62888,1990,1/17/1990,0,PHI,DET,W
62891,1990,1/17/1990,0,SAS,NYK,W
62893,1990,1/17/1990,0,UTA,ATL,W
62895,1990,1/18/1990,0,CHI,GSW,W
62896,1990,1/18/1990,0,DEN,CHH,L
62898,1990,1/18/1990,0,LAC,SEA,W
62900,1990,1/18/1990,0,PHO,MIN,W
62903,1990,1/18/1990,0,WSB,MIL,L
62904,1990,1/19/1990,0,ATL,CHI,L
62907,1990,1/19/1990,0,BOS,IND,W
62909,1990,1/19/1990,0,DAL,NYK,W
62910,1990,1/19/1990,0,DET,GSW,W
62912,1990,1/19/1990,0,MIA,PHI,L
62915,1990,1/19/1990,0,MIL,LAL,W
62916,1990,1/19/1990,0,ORL,NJN,W
62918,1990,1/19/1990,0,SAS,CLE,W
62920,1990,1/19/1990,0,UTA,CHH,W
62923,1990,1/20/1990,0,DAL,CLE,W
62925,1990,1/20/1990,0,DEN,SAS,W
62926,1990,1/20/1990,0,HOU,WSB,W
62928,1990,1/20/1990,0,LAC,MIN,W
62930,1990,1/20/1990,0,PHI,NJN,W
62932,1990,1/20/1990,0,PHO,SEA,W
62935,1990,1/20/1990,0,SAC,UTA,L
62937,1990,1/21/1990,0,BOS,GSW,L
62938,1990,1/21/1990,0,CHI,NYK,W
62941,1990,1/21/1990,0,DET,LAL,L
62943,1990,1/21/1990,0,MIL,MIA,W
62945,1990,1/21/1990,0,POR,CHH,W
62947,1990,1/22/1990,0,HOU,DEN,W
62948,1990,1/22/1990,0,ORL,PHO,L
62951,1990,1/22/1990,0,SAC,LAC,W
62953,1990,1/22/1990,0,SAS,WSB,W
62954,1990,1/23/1990,0,CHH,ATL,L
62957,1990,1/23/1990,0,CHI,DET,L
62958,1990,1/23/1990,0,CLE,PHI,L
62961,1990,1/23/1990,0,DAL,WSB,W
62963,1990,1/23/1990,0,GSW,MIN,W
62964,1990,1/23/1990,0,MIA,PHO,L
62967,1990,1/23/1990,0,NYK,LAL,L
62968,1990,1/23/1990,0,POR,MIL,W
62970,1990,1/23/1990,0,UTA,HOU,W
62973,1990,1/24/1990,0,ATL,CLE,W
62974,1990,1/24/1990,0,BOS,MIA,W
62977,1990,1/24/1990,0,IND,LAL,L
62978,1990,1/24/1990,0,PHI,ORL,W
62980,1990,1/24/1990,0,SAC,GSW,W
62983,1990,1/24/1990,0,SAS,LAC,W
62985,1990,1/24/1990,0,SEA,MIL,L
62987,1990,1/25/1990,0,CHH,PHO,L
62989,1990,1/25/1990,0,HOU,LAC,W
62991,1990,1/25/1990,0,NJN,ORL,L
62993,1990,1/25/1990,0,UTA,NYK,W
62995,1990,1/25/1990,0,WSB,BOS,W
62996,1990,1/26/1990,0,DAL,SAC,W
62998,1990,1/26/1990,0,DET,PHO,W
63000,1990,1/26/1990,0,GSW,SEA,W
63003,1990,1/26/1990,0,IND,MIA,W
63005,1990,1/26/1990,0,LAL,MIL,W
63006,1990,1/26/1990,0,MIN,CLE,L
63008,1990,1/26/1990,0,PHI,CHI,W
63011,1990,1/26/1990,0,POR,SAS,W
63012,1990,1/27/1990,0,CHH,SAC,L
63015,1990,1/27/1990,0,CHI,NJN,W
63016,1990,1/27/1990,0,DEN,NYK,L
63018,1990,1/27/1990,0,HOU,DAL,L
63020,1990,1/27/1990,0,IND,CLE,L
63022,1990,1/27/1990,0,LAC,POR,L
63025,1990,1/27/1990,0,MIN,DET,L
63026,1990,1/27/1990,0,ORL,ATL,L
63029,1990,1/27/1990,0,PHI,WSB,W
63031,1990,1/27/1990,0,SEA,SAS,W
63032,1990,1/27/1990,0,UTA,MIL,W
63035,1990,1/28/1990,0,BOS,PHO,W
63037,1990,1/29/1990,0,CHI,ATL,W
63038,1990,1/29/1990,0,DAL,NJN,W
63040,1990,1/29/1990,0,LAL,SAS,L
63042,1990,1/29/1990,0,MIN,SAC,W
63045,1990,1/30/1990,0,ATL,DET,L
63046,1990,1/30/1990,0,LAC,LAL,W
