gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
59207,201206070BOS,NBA,0,2012,6/7/2012,85,1,BOS,Celtics,79,1648.9141,1627.5028,53.549129,MIA,Heat,98,1657.9763,1679.3876,H,L,0.6279611,
59208,201206090MIA,NBA,1,2012,6/9/2012,86,1,BOS,Celtics,88,1627.5028,1621.0709,52.93462,MIA,Heat,101,1679.3876,1685.8195,A,L,0.29435641,
60446,201304200NYK,NBA,1,2013,4/20/2013,82,1,BOS,Celtics,78,1476.7135,1473.9846,37.838882,NYK,Knicks,85,1623.847,1626.5759,A,L,0.19425195,
60455,201304230NYK,NBA,1,2013,4/23/2013,83,1,BOS,Celtics,71,1473.9846,1469.5549,37.377411,NYK,Knicks,87,1626.5759,1631.0056,A,L,0.18938172,
60462,201304260BOS,NBA,0,2013,4/26/2013,84,1,BOS,Celtics,76,1469.5549,1459.4418,36.327503,NYK,Knicks,90,1631.0056,1641.1188,H,L,0.41247612,
60469,201304280BOS,NBA,0,2013,4/28/2013,85,1,BOS,Celtics,97,1459.4418,1470.5205,37.477928,NYK,Knicks,90,1641.1188,1630.04,H,W,0.38457587,
60479,201305010NYK,NBA,1,2013,5/1/2013,86,1,BOS,Celtics,92,1470.5205,1486.4598,39.142464,NYK,Knicks,86,1630.04,1614.1007,A,W,0.18333489,
60484,201305030BOS,NBA,0,2013,5/3/2013,87,1,BOS,Celtics,80,1486.4598,1478.2821,38.28735,NYK,Knicks,88,1614.1007,1622.2784,H,L,0.4603053,
63082,201504190CLE,NBA,1,2015,4/19/2015,83,1,BOS,Celtics,100,1551.8619,1546.2174,45.355377,CLE,Cavaliers,113,1630.6193,1636.2638,A,L,0.2632761,
63087,201504210CLE,NBA,1,2015,4/21/2015,84,1,BOS,Celtics,91,1546.2174,1542.2632,44.944851,CLE,Cavaliers,99,1636.2638,1640.218,A,L,0.25086677,
63093,201504230BOS,NBA,0,2015,4/23/2015,85,1,BOS,Celtics,95,1542.2632,1533.1155,43.99221,CLE,Cavaliers,103,1640.218,1649.3657,H,L,0.50294322,
63103,201504260BOS,NBA,0,2015,4/26/2015,86,1,BOS,Celtics,93,1533.1155,1524.5715,43.09948,CLE,Cavaliers,101,1649.3657,1657.9097,H,L,0.47663105,
