gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
22773,198104050BOS,NBA,0,1981,4/5/1981,83,1,BOS,Celtics,121,1625.9442,1633.1823,54.888752,CHI,Bulls,109,1610.5132,1603.2751,H,W,0.66026479,
22777,198104070BOS,NBA,0,1981,4/7/1981,84,1,BOS,Celtics,106,1633.1823,1638.8484,55.412292,CHI,Bulls,97,1603.2751,1597.609,H,W,0.67870033,
22783,198104100CHI,NBA,1,1981,4/10/1981,85,1,BOS,Celtics,113,1638.8484,1648.3219,56.275707,CHI,Bulls,107,1597.609,1588.1355,A,W,0.41623384,
22787,198104120CHI,NBA,1,1981,4/12/1981,86,1,BOS,Celtics,109,1648.3219,1657.2203,57.072643,CHI,Bulls,103,1588.1355,1579.2371,A,W,0.44295311,
22800,198104210BOS,NBA,0,1981,4/21/1981,87,1,BOS,Celtics,104,1657.2203,1651.9469,56.602032,PHI,Sixers,105,1678.5692,1683.8427,H,L,0.61129344,
22802,198104220BOS,NBA,0,1981,4/22/1981,88,1,BOS,Celtics,118,1651.9469,1664.0366,57.673595,PHI,Sixers,99,1683.8427,1671.7529,H,W,0.59677356,
22805,198104240PHI,NBA,1,1981,4/24/1981,89,1,BOS,Celtics,100,1664.0366,1657.3531,57.084435,PHI,Sixers,110,1671.7529,1678.4364,A,L,0.34976667,
22807,198104260PHI,NBA,1,1981,4/26/1981,90,1,BOS,Celtics,105,1657.3531,1654.424,56.8237,PHI,Sixers,107,1678.4364,1681.3656,A,L,0.33247519,
22808,198104290BOS,NBA,0,1981,4/29/1981,91,1,BOS,Celtics,111,1654.424,1658.043,57.145615,PHI,Sixers,109,1681.3656,1677.7466,H,W,0.60361671,
22810,198105010PHI,NBA,1,1981,5/1/1981,92,1,BOS,Celtics,100,1658.043,1665.1581,57.77166,PHI,Sixers,98,1677.7466,1670.6315,A,W,0.33424014,
22811,198105030BOS,NBA,0,1981,5/3/1981,93,1,BOS,Celtics,91,1665.1581,1667.918,58.01202,PHI,Sixers,90,1670.6315,1667.8716,H,W,0.63277471,
22812,198105050BOS,NBA,0,1981,5/5/1981,94,1,BOS,Celtics,98,1667.918,1670.298,58.218166,HOU,Rockets,95,1573.3342,1570.9542,H,W,0.75400984,
22813,198105070BOS,NBA,0,1981,5/7/1981,95,1,BOS,Celtics,90,1670.298,1661.5709,57.457176,HOU,Rockets,92,1570.9542,1579.6813,H,L,0.75905669,
22814,198105090HOU,NBA,1,1981,5/9/1981,96,1,BOS,Celtics,94,1661.5709,1680.8596,59.120193,HOU,Rockets,71,1579.6813,1560.3926,A,W,0.4739607,
22815,198105100HOU,NBA,1,1981,5/10/1981,97,1,BOS,Celtics,86,1680.8596,1673.2842,58.475334,HOU,Rockets,91,1560.3926,1567.968,A,L,0.52942038,
22816,198105120BOS,NBA,0,1981,5/12/1981,98,1,BOS,Celtics,109,1673.2842,1681.8857,59.206707,HOU,Rockets,80,1567.968,1559.3665,H,W,0.76528835,
22817,198105140HOU,NBA,1,1981,5/14/1981,99,1,BOS,Celtics,102,1681.8857,1692.0022,60.048752,HOU,Rockets,91,1559.3665,1549.25,A,W,0.53236258,
23770,198204250BOS,NBA,0,1982,4/25/1982,83,1,BOS,Celtics,109,1685.785,1692.5299,59.893005,WSB,Wizards,91,1599.0806,1592.3357,H,W,0.74550056,
23775,198204280BOS,NBA,0,1982,4/28/1982,84,1,BOS,Celtics,102,1692.5299,1685.2151,59.283455,WSB,Wizards,103,1592.3357,1599.6505,H,L,0.75995094,
23782,198205010WSB,NBA,1,1982,5/1/1982,85,1,BOS,Celtics,92,1685.2151,1695.4716,60.135204,WSB,Wizards,83,1599.6505,1589.394,A,W,0.47923768,
23786,198205020WSB,NBA,1,1982,5/2/1982,86,1,BOS,Celtics,103,1695.4716,1701.6553,60.638802,WSB,Wizards,99,1589.394,1583.2103,A,W,0.50874531,
23787,198205050BOS,NBA,0,1982,5/5/1982,87,1,BOS,Celtics,131,1701.6553,1704.308,60.85252,WSB,Wizards,126,1583.2103,1580.5576,H,W,0.77859032,
23791,198205090BOS,NBA,0,1982,5/9/1982,88,1,BOS,Celtics,121,1704.308,1721.7537,62.222916,PHI,Sixers,81,1697.1394,1679.6937,H,W,0.64951587,
23794,198205120BOS,NBA,0,1982,5/12/1982,89,1,BOS,Celtics,113,1721.7537,1707.5406,61.111069,PHI,Sixers,121,1679.6937,1693.9067,H,L,0.69376123,
23796,198205150PHI,NBA,1,1982,5/15/1982,90,1,BOS,Celtics,97,1707.5406,1704.1219,60.837578,PHI,Sixers,99,1693.9067,1697.3254,A,L,0.37820756,
23798,198205160PHI,NBA,1,1982,5/16/1982,91,1,BOS,Celtics,94,1704.1219,1690.955,59.762638,PHI,Sixers,119,1697.3254,1710.4924,A,L,0.36899692,
23799,198205190BOS,NBA,0,1982,5/19/1982,92,1,BOS,Celtics,114,1690.955,1706.4376,61.023083,PHI,Sixers,85,1710.4924,1695.0098,H,W,0.61376816,
23800,198205210PHI,NBA,1,1982,5/21/1982,93,1,BOS,Celtics,88,1706.4376,1722.9156,62.312008,PHI,Sixers,75,1695.0098,1678.5317,A,W,0.37522584,
23801,198205230BOS,NBA,0,1982,5/23/1982,94,1,BOS,Celtics,106,1722.9156,1702.6569,60.719658,PHI,Sixers,120,1678.5317,1698.7905,H,L,0.69659603,
24751,198304190BOS,NBA,0,1983,4/19/1983,83,1,BOS,Celtics,103,1599.5029,1603.4354,51.646423,ATL,Hawks,95,1508.3575,1504.425,H,W,0.75032032,
24757,198304220ATL,NBA,1,1983,4/22/1983,84,1,BOS,Celtics,93,1603.4354,1598.6211,51.173985,ATL,Hawks,95,1504.425,1509.2394,A,L,0.49857581,
24759,198304240BOS,NBA,0,1983,4/24/1983,85,1,BOS,Celtics,98,1598.6211,1605.5287,51.850903,ATL,Hawks,79,1509.2394,1502.3318,H,W,0.7484135,
24765,198304270BOS,NBA,0,1983,4/27/1983,86,1,BOS,Celtics,95,1605.5287,1579.239,49.243912,MIL,Bucks,116,1566.8734,1593.1631,H,L,0.68958157,
24768,198304290BOS,NBA,0,1983,4/29/1983,87,1,BOS,Celtics,91,1579.239,1570.7979,48.390697,MIL,Bucks,95,1593.1631,1601.6042,H,L,0.62139958,
24772,198305010MIL,NBA,1,1983,5/1/1983,88,1,BOS,Celtics,99,1570.7979,1565.5348,47.855297,MIL,Bucks,107,1601.6042,1606.8673,A,L,0.32017183,
24776,198305020MIL,NBA,1,1983,5/2/1983,89,1,BOS,Celtics,93,1565.5348,1558.4369,47.129452,MIL,Bucks,107,1606.8673,1613.9652,A,L,0.30712914,
25737,198404170BOS,NBA,0,1984,4/17/1984,83,1,BOS,Celtics,91,1686.8444,1688.4967,59.292637,WSB,Wizards,83,1435.0675,1433.4152,H,W,0.88339603,
25745,198404190BOS,NBA,0,1984,4/19/1984,84,1,BOS,Celtics,88,1688.4967,1689.4951,59.376423,WSB,Wizards,85,1433.4152,1432.4167,H,W,0.88534135,
25755,198404210WSB,NBA,1,1984,4/21/1984,85,1,BOS,Celtics,108,1689.4951,1680.3922,58.60548,WSB,Wizards,111,1432.4167,1441.5197,A,L,0.71181512,
25766,198404240WSB,NBA,1,1984,4/24/1984,86,1,BOS,Celtics,99,1680.3922,1683.5133,58.871582,WSB,Wizards,96,1441.5197,1438.3986,A,W,0.68984926,
25775,198404290BOS,NBA,0,1984,4/29/1984,87,1,BOS,Celtics,110,1683.5133,1689.4734,59.374599,NYK,Knicks,92,1572.3456,1566.3855,H,W,0.77128464,
25780,198405020BOS,NBA,0,1984,5/2/1984,88,1,BOS,Celtics,116,1689.4734,1694.2064,59.769199,NYK,Knicks,102,1566.3855,1561.6525,H,W,0.78316337,
25784,198405040NYK,NBA,1,1984,5/4/1984,89,1,BOS,Celtics,92,1694.2064,1684.0134,58.914051,NYK,Knicks,100,1561.6525,1571.8455,A,L,0.54671228,
25788,198405060NYK,NBA,1,1984,5/6/1984,90,1,BOS,Celtics,113,1684.0134,1676.6581,58.284702,NYK,Knicks,118,1571.8455,1579.2008,A,L,0.51750398,
25793,198405090BOS,NBA,0,1984,5/9/1984,91,1,BOS,Celtics,121,1676.6581,1684.0051,58.913349,NYK,Knicks,99,1579.2008,1571.8538,H,W,0.75706506,
25796,198405110NYK,NBA,1,1984,5/11/1984,92,1,BOS,Celtics,104,1684.0051,1678.9552,58.482342,NYK,Knicks,106,1571.8538,1576.9037,A,L,0.51748013,
25798,198405130BOS,NBA,0,1984,5/13/1984,93,1,BOS,Celtics,121,1678.9552,1684.9598,58.994289,NYK,Knicks,104,1576.9037,1570.899,H,W,0.7618959,
25799,198405150BOS,NBA,0,1984,5/15/1984,94,1,BOS,Celtics,119,1684.9598,1694.6808,59.808506,MIL,Bucks,96,1638.2472,1628.5262,H,W,0.69942176,
25801,198405170BOS,NBA,0,1984,5/17/1984,95,1,BOS,Celtics,125,1694.6808,1701.2783,60.35067,MIL,Bucks,110,1628.5262,1621.9287,H,W,0.72241294,
25803,198405190MIL,NBA,1,1984,5/19/1984,96,1,BOS,Celtics,109,1701.2783,1711.7632,61.194611,MIL,Bucks,100,1621.9287,1611.4438,A,W,0.47031665,
25805,198405210MIL,NBA,1,1984,5/21/1984,97,1,BOS,Celtics,113,1711.7632,1702.0179,60.410915,MIL,Bucks,122,1611.4438,1621.1891,A,L,0.50045955,
25806,198405230BOS,NBA,0,1984,5/23/1984,98,1,BOS,Celtics,115,1702.0179,1705.854,60.721657,MIL,Bucks,108,1621.1891,1617.353,H,W,0.7390303,
25809,198405270BOS,NBA,0,1984,5/27/1984,99,1,BOS,Celtics,109,1705.854,1692.7502,59.648258,LAL,Lakers,115,1632.9745,1646.0782,H,L,0.7301088,
25810,198405310BOS,NBA,0,1984,5/31/1984,100,1,BOS,Celtics,124,1692.7502,1695.7587,59.897663,LAL,Lakers,121,1646.0782,1643.0698,H,W,0.69937259,
25811,198406030LAL,NBA,1,1984,6/3/1984,101,1,BOS,Celtics,104,1695.7587,1676.229,58.247677,LAL,Lakers,137,1643.0698,1662.5995,A,L,0.4323315,
25812,198406060LAL,NBA,1,1984,6/6/1984,102,1,BOS,Celtics,129,1676.229,1684.6777,58.97039,LAL,Lakers,125,1662.5995,1654.1508,A,W,0.3782016,
25813,198406080BOS,NBA,0,1984,6/8/1984,103,1,BOS,Celtics,121,1684.6777,1693.5181,59.712078,LAL,Lakers,103,1654.1508,1645.3104,H,W,0.67947793,
25814,198406100LAL,NBA,1,1984,6/10/1984,104,1,BOS,Celtics,108,1693.5181,1684.5094,58.956123,LAL,Lakers,119,1645.3104,1654.3191,A,L,0.42601204,
25815,198406120BOS,NBA,0,1984,6/12/1984,105,1,BOS,Celtics,111,1684.5094,1690.1681,59.432789,LAL,Lakers,102,1654.3191,1648.6604,H,W,0.67905569,
26760,198504180BOS,NBA,0,1985,4/18/1985,83,1,BOS,Celtics,126,1667.8104,1669.6433,57.585754,CLE,Cavaliers,123,1522.6919,1520.859,H,W,0.80392611,
26767,198504200BOS,NBA,0,1985,4/20/1985,84,1,BOS,Celtics,108,1669.6433,1671.1969,57.721828,CLE,Cavaliers,106,1520.859,1519.3054,H,W,0.80723107,
26775,198504230CLE,NBA,1,1985,4/23/1985,85,1,BOS,Celtics,98,1671.1969,1661.1185,56.831337,CLE,Cavaliers,105,1519.3054,1529.3838,A,L,0.57412744,
26783,198504250CLE,NBA,1,1985,4/25/1985,86,1,BOS,Celtics,117,1661.1185,1665.4015,57.21199,CLE,Cavaliers,115,1529.3838,1525.1008,A,W,0.54554337,
26790,198504280BOS,NBA,0,1985,4/28/1985,87,1,BOS,Celtics,133,1665.4015,1676.5573,58.187939,DET,Pistons,99,1588.7935,1577.6377,H,W,0.73431712,
26794,198504300BOS,NBA,0,1985,4/30/1985,88,1,BOS,Celtics,121,1676.5573,1680.0612,58.48975,DET,Pistons,114,1577.6377,1574.1338,H,W,0.75860983,
26799,198505020DET,NBA,1,1985,5/2/1985,89,1,BOS,Celtics,117,1680.0612,1670.783,57.685616,DET,Pistons,125,1574.1338,1583.412,A,L,0.50852931,
26803,198505050DET,NBA,1,1985,5/5/1985,90,1,BOS,Celtics,99,1670.783,1665.4493,57.216225,DET,Pistons,102,1583.412,1588.7456,A,L,0.48183334,
26809,198505080BOS,NBA,0,1985,5/8/1985,91,1,BOS,Celtics,130,1665.4493,1669.3644,57.561275,DET,Pistons,123,1588.7456,1584.8306,H,W,0.73442459,
26810,198505100DET,NBA,1,1985,5/10/1985,92,1,BOS,Celtics,123,1669.3644,1680.3394,58.513615,DET,Pistons,113,1584.8306,1573.8556,A,W,0.47775704,
26812,198505120BOS,NBA,0,1985,5/12/1985,93,1,BOS,Celtics,108,1680.3394,1687.9393,59.159904,PHI,Sixers,93,1643.8301,1636.2301,H,W,0.68693107,
26813,198505140BOS,NBA,0,1985,5/14/1985,94,1,BOS,Celtics,106,1687.9393,1692.7094,59.559914,PHI,Sixers,98,1636.2301,1631.4601,H,W,0.70543367,
26816,198505180PHI,NBA,1,1985,5/18/1985,95,1,BOS,Celtics,105,1692.7094,1705.3352,60.597385,PHI,Sixers,94,1631.4601,1618.8342,A,W,0.44446331,
26818,198505190PHI,NBA,1,1985,5/19/1985,96,1,BOS,Celtics,104,1705.3352,1694.8645,59.739208,PHI,Sixers,115,1618.8342,1629.3049,A,L,0.48058313,
26819,198505220BOS,NBA,0,1985,5/22/1985,97,1,BOS,Celtics,102,1694.8645,1697.2391,59.935711,PHI,Sixers,100,1629.3049,1626.9303,H,W,0.72172564,
26821,198505270BOS,NBA,0,1985,5/27/1985,98,1,BOS,Celtics,148,1697.2391,1717.3362,61.554279,LAL,Lakers,114,1751.595,1731.4979,H,W,0.56531191,
26822,198505300BOS,NBA,0,1985,5/30/1985,99,1,BOS,Celtics,102,1717.3362,1706.1157,60.660492,LAL,Lakers,109,1731.4979,1742.7184,H,L,0.62107766,
26823,198506020LAL,NBA,1,1985,6/2/1985,100,1,BOS,Celtics,111,1706.1157,1695.2981,59.775169,LAL,Lakers,136,1742.7184,1753.536,A,L,0.31295335,
26824,198506050LAL,NBA,1,1985,6/5/1985,101,1,BOS,Celtics,107,1695.2981,1703.189,60.423233,LAL,Lakers,105,1753.536,1745.6451,A,W,0.28681761,
26825,198506070LAL,NBA,1,1985,6/7/1985,102,1,BOS,Celtics,111,1703.189,1697.8456,59.985722,LAL,Lakers,120,1745.6451,1750.9885,A,L,0.30575436,
26826,198506090BOS,NBA,0,1985,6/9/1985,103,1,BOS,Celtics,100,1697.8456,1684.8718,58.900364,LAL,Lakers,111,1750.9885,1763.9623,H,L,0.56702685,
27771,198604170BOS,NBA,0,1986,4/17/1986,83,1,BOS,Celtics,123,1770.1971,1771.8296,65.478607,CHI,Bulls,104,1421.3157,1419.6832,H,W,0.92982274,
27781,198604200BOS,NBA,0,1986,4/20/1986,84,1,BOS,Celtics,135,1771.8296,1772.4702,65.521812,CHI,Bulls,131,1419.6832,1419.0427,H,W,0.93103921,
27786,198604220CHI,NBA,1,1986,4/22/1986,85,1,BOS,Celtics,122,1772.4702,1777.2479,65.841347,CHI,Bulls,104,1419.0427,1414.265,A,W,0.81135607,
27799,198604270BOS,NBA,0,1986,4/27/1986,86,1,BOS,Celtics,103,1777.2479,1780.2686,66.040947,ATL,Hawks,91,1588.8519,1585.8313,H,W,0.84025693,
27802,198604290BOS,NBA,0,1986,4/29/1986,87,1,BOS,Celtics,119,1780.2686,1783.0337,66.222015,ATL,Hawks,108,1585.8313,1583.0662,H,W,0.84486973,
27807,198605020ATL,NBA,1,1986,5/2/1986,88,1,BOS,Celtics,111,1783.0337,1787.2498,66.495079,ATL,Hawks,107,1583.0662,1578.8501,A,W,0.64002192,
27811,198605040ATL,NBA,1,1986,5/4/1986,89,1,BOS,Celtics,94,1787.2498,1770.6576,65.399353,ATL,Hawks,106,1578.8501,1595.4423,A,L,0.65112746,
27815,198605060BOS,NBA,0,1986,5/6/1986,90,1,BOS,Celtics,132,1770.6576,1777.1969,65.837959,ATL,Hawks,99,1595.4423,1588.903,H,W,0.82980794,
27824,198605130BOS,NBA,0,1986,5/13/1986,91,1,BOS,Celtics,128,1777.1969,1786.8003,66.466141,MIL,Bucks,96,1679.4698,1669.8665,H,W,0.75735056,
27826,198605150BOS,NBA,0,1986,5/15/1986,92,1,BOS,Celtics,122,1786.8003,1790.9835,66.733864,MIL,Bucks,111,1669.8665,1665.6832,H,W,0.77708715,
27828,198605170MIL,NBA,1,1986,5/17/1986,93,1,BOS,Celtics,111,1790.9835,1796.7318,67.095924,MIL,Bucks,107,1665.6832,1659.9349,A,W,0.53634584,
27830,198605180MIL,NBA,1,1986,5/18/1986,94,1,BOS,Celtics,111,1796.7318,1807.3783,67.748795,MIL,Bucks,98,1659.9349,1649.2885,A,W,0.55275786,
27832,198605260BOS,NBA,0,1986,5/26/1986,95,1,BOS,Celtics,112,1807.3783,1810.7708,67.952026,HOU,Rockets,100,1640.3105,1636.9181,H,W,0.82308143,
27833,198605290BOS,NBA,0,1986,5/29/1986,96,1,BOS,Celtics,117,1810.7708,1815.6918,68.242737,HOU,Rockets,95,1636.9181,1631.9971,H,W,0.82869726,
27834,198606010HOU,NBA,1,1986,6/1/1986,97,1,BOS,Celtics,104,1815.6918,1809.2893,67.863564,HOU,Rockets,106,1631.9971,1638.3995,A,L,0.61816943,
27835,198606030HOU,NBA,1,1986,6/3/1986,98,1,BOS,Celtics,106,1809.2893,1813.5151,68.114746,HOU,Rockets,103,1638.3995,1634.1737,A,W,0.60062605,
27836,198606050HOU,NBA,1,1986,6/5/1986,99,1,BOS,Celtics,96,1813.5151,1795.9121,67.044708,HOU,Rockets,111,1634.1737,1651.7767,A,L,0.61223722,
27837,198606080BOS,NBA,0,1986,6/8/1986,100,1,BOS,Celtics,114,1795.9121,1800.7395,67.344376,HOU,Rockets,97,1651.7767,1646.9493,H,W,0.80303246,
28781,198704230BOS,NBA,0,1987,4/23/1987,83,1,BOS,Celtics,108,1675.696,1677.8683,58.185585,CHI,Bulls,104,1539.3923,1537.2201,H,W,0.79580414,
28793,198704260BOS,NBA,0,1987,4/26/1987,84,1,BOS,Celtics,105,1677.8683,1681.1359,58.467129,CHI,Bulls,96,1537.2201,1533.9525,H,W,0.79983801,
28797,198704280CHI,NBA,1,1987,4/28/1987,85,1,BOS,Celtics,105,1681.1359,1690.3145,59.247227,CHI,Bulls,94,1533.9525,1524.7739,A,W,0.56748796,
28815,198705050BOS,NBA,0,1987,5/5/1987,86,1,BOS,Celtics,111,1690.3145,1695.7078,59.698105,MIL,Bucks,98,1602.394,1597.0007,H,W,0.74682629,
28818,198705060BOS,NBA,0,1987,5/6/1987,87,1,BOS,Celtics,126,1695.7078,1697.7224,59.865086,MIL,Bucks,124,1597.0007,1594.9861,H,W,0.75838572,
28822,198705080MIL,NBA,1,1987,5/8/1987,88,1,BOS,Celtics,121,1697.7224,1690.614,59.272415,MIL,Bucks,126,1594.9861,1602.0945,A,L,0.50393784,
28827,198705100MIL,NBA,1,1987,5/10/1987,89,1,BOS,Celtics,138,1690.614,1694.8281,59.62495,MIL,Bucks,137,1602.0945,1597.8804,A,W,0.48348427,
28831,198705130BOS,NBA,0,1987,5/13/1987,90,1,BOS,Celtics,124,1694.8281,1682.1888,58.55743,MIL,Bucks,129,1597.8804,1610.5197,H,L,0.75652522,
28833,198705150MIL,NBA,1,1987,5/15/1987,91,1,BOS,Celtics,111,1682.1888,1672.8669,57.750832,MIL,Bucks,121,1610.5197,1619.8416,A,L,0.45931882,
28835,198705170BOS,NBA,0,1987,5/17/1987,92,1,BOS,Celtics,119,1672.8669,1676.9041,58.102127,MIL,Bucks,113,1619.8416,1615.8044,H,W,0.70700556,
28836,198705190BOS,NBA,0,1987,5/19/1987,93,1,BOS,Celtics,104,1676.9041,1683.8612,58.70042,DET,Pistons,91,1641.6451,1634.688,H,W,0.68538105,
28838,198705210BOS,NBA,0,1987,5/21/1987,94,1,BOS,Celtics,110,1683.8612,1689.0372,59.139633,DET,Pistons,101,1634.688,1629.512,H,W,0.70239109,
28839,198705230DET,NBA,1,1987,5/23/1987,95,1,BOS,Celtics,104,1689.0372,1675.9954,58.023319,DET,Pistons,122,1629.512,1642.5538,A,L,0.44201428,
28841,198705240DET,NBA,1,1987,5/24/1987,96,1,BOS,Celtics,119,1675.9954,1660.8176,56.684795,DET,Pistons,145,1642.5538,1657.7316,A,L,0.40536946,
28843,198705260BOS,NBA,0,1987,5/26/1987,97,1,BOS,Celtics,108,1660.8176,1663.4751,56.922138,DET,Pistons,107,1657.7316,1655.0741,H,W,0.6441474,
28844,198705280DET,NBA,1,1987,5/28/1987,98,1,BOS,Celtics,105,1663.4751,1657.1957,56.359329,DET,Pistons,113,1655.0741,1661.3535,A,L,0.37115008,
28845,198705300BOS,NBA,0,1987,5/30/1987,99,1,BOS,Celtics,117,1657.1957,1660.9911,56.700325,DET,Pistons,114,1661.3535,1657.5581,H,W,0.63453263,
28846,198706020LAL,NBA,1,1987,6/2/1987,100,1,BOS,Celtics,113,1660.9911,1655.2909,56.187252,LAL,Lakers,126,1737.7618,1743.462,A,L,0.26550019,
28847,198706040LAL,NBA,1,1987,6/4/1987,101,1,BOS,Celtics,122,1655.2909,1648.3413,55.554192,LAL,Lakers,141,1743.462,1750.4116,A,L,0.2529009,
28848,198706070BOS,NBA,0,1987,6/7/1987,102,1,BOS,Celtics,109,1648.3413,1656.1331,56.263409,LAL,Lakers,103,1750.4116,1742.6199,H,W,0.4970206,
28849,198706090BOS,NBA,0,1987,6/9/1987,103,1,BOS,Celtics,106,1656.1331,1651.8882,55.878307,LAL,Lakers,107,1742.6199,1746.8647,H,L,0.51943725,
28850,198706110BOS,NBA,0,1987,6/11/1987,104,1,BOS,Celtics,123,1651.8882,1665.1039,57.066986,LAL,Lakers,108,1746.8647,1733.649,H,W,0.50722879,
28851,198706140LAL,NBA,1,1987,6/14/1987,105,1,BOS,Celtics,93,1665.1039,1659.1691,56.536942,LAL,Lakers,106,1733.649,1739.5839,A,L,0.27483588,
29800,198804290BOS,NBA,0,1988,4/29/1988,83,1,BOS,Celtics,112,1643.7446,1650.1472,55.680161,NYK,Knicks,92,1532.3529,1525.9503,H,W,0.77151203,
29807,198805010BOS,NBA,0,1988,5/1/1988,84,1,BOS,Celtics,128,1650.1472,1657.3617,56.335503,NYK,Knicks,102,1525.9503,1518.7358,H,W,0.78424555,
29817,198805040NYK,NBA,1,1988,5/4/1988,85,1,BOS,Celtics,100,1657.3617,1646.2054,55.318398,NYK,Knicks,109,1518.7358,1529.8921,A,L,0.55535918,
29824,198805060NYK,NBA,1,1988,5/6/1988,86,1,BOS,Celtics,102,1646.2054,1654.7473,56.099045,NYK,Knicks,94,1529.8921,1521.3502,A,W,0.52345955,
29834,198805110BOS,NBA,0,1988,5/11/1988,87,1,BOS,Celtics,110,1654.7473,1659.0065,56.483658,ATL,Hawks,101,1565.6377,1561.3785,H,W,0.74811846,
29837,198805130BOS,NBA,0,1988,5/13/1988,88,1,BOS,Celtics,108,1659.0065,1663.6227,56.896957,ATL,Hawks,97,1561.3785,1556.7623,H,W,0.75724566,
29841,198805150ATL,NBA,1,1988,5/15/1988,89,1,BOS,Celtics,92,1663.6227,1648.0057,55.483944,ATL,Hawks,110,1556.7623,1572.3793,A,L,0.50987154,
29845,198805160ATL,NBA,1,1988,5/16/1988,90,1,BOS,Celtics,109,1648.0057,1639.1268,54.662365,ATL,Hawks,118,1572.3793,1581.2582,A,L,0.46498108,
29848,198805180BOS,NBA,0,1988,5/18/1988,91,1,BOS,Celtics,104,1639.1268,1624.3135,53.264061,ATL,Hawks,112,1581.2582,1596.0715,H,L,0.7127474,
29852,198805200ATL,NBA,1,1988,5/20/1988,92,1,BOS,Celtics,102,1624.3135,1630.4835,53.850544,ATL,Hawks,100,1596.0715,1589.9015,A,W,0.3981756,
29854,198805220BOS,NBA,0,1988,5/22/1988,93,1,BOS,Celtics,118,1630.4835,1633.1594,54.103115,ATL,Hawks,116,1589.9015,1587.2256,H,W,0.6919508,
29856,198805250BOS,NBA,0,1988,5/25/1988,94,1,BOS,Celtics,96,1633.1594,1622.1329,53.05545,DET,Pistons,104,1677.0911,1688.1176,H,L,0.57999563,
29858,198805260BOS,NBA,0,1988,5/26/1988,95,1,BOS,Celtics,119,1622.1329,1627.6888,53.585606,DET,Pistons,115,1688.1176,1682.5616,H,W,0.54879624,
29860,198805280DET,NBA,1,1988,5/28/1988,96,1,BOS,Celtics,94,1627.6888,1624.4161,53.273865,DET,Pistons,98,1682.5616,1685.8344,A,L,0.29079634,
29862,198805300DET,NBA,1,1988,5/30/1988,97,1,BOS,Celtics,79,1624.4161,1631.0709,53.906082,DET,Pistons,78,1685.8344,1679.1796,A,W,0.28308749,
29864,198806010BOS,NBA,0,1988,6/1/1988,98,1,BOS,Celtics,96,1631.0709,1621.8073,53.024235,DET,Pistons,102,1679.1796,1688.4432,H,L,0.57412732,
29866,198806030DET,NBA,1,1988,6/3/1988,99,1,BOS,Celtics,90,1621.8073,1618.3667,52.693531,DET,Pistons,95,1688.4432,1691.8838,A,L,0.2770316,
30905,198904280DET,NBA,1,1989,4/28/1989,83,1,BOS,Celtics,91,1516.0647,1513.7755,43.730152,DET,Pistons,101,1733.8271,1736.1163,A,L,0.13833505,
30912,198904300DET,NBA,1,1989,4/30/1989,84,1,BOS,Celtics,95,1513.7755,1511.9668,43.54121,DET,Pistons,102,1736.1163,1737.925,A,L,0.13522339,
30916,198905020BOS,NBA,0,1989,5/2/1989,85,1,BOS,Celtics,85,1511.9668,1503.9855,42.70628,DET,Pistons,100,1737.925,1745.9064,H,L,0.32627663,
32069,199004260BOS,NBA,0,1990,4/26/1990,83,1,BOS,Celtics,116,1607.0664,1610.4678,54.404659,NYK,Knicks,105,1450.7532,1447.3518,H,W,0.81388551,
32077,199004280BOS,NBA,0,1990,4/28/1990,84,1,BOS,Celtics,157,1610.4678,1616.8213,54.996677,NYK,Knicks,128,1447.3518,1440.9983,H,W,0.81974447,
32091,199005020NYK,NBA,1,1990,5/2/1990,85,1,BOS,Celtics,99,1616.8213,1609.5911,54.322468,NYK,Knicks,102,1440.9983,1448.2285,A,L,0.60741812,
32096,199005040NYK,NBA,1,1990,5/4/1990,86,1,BOS,Celtics,108,1609.5911,1584.561,51.927586,NYK,Knicks,135,1448.2285,1473.2585,A,L,0.58740091,
32100,199005060BOS,NBA,0,1990,5/6/1990,87,1,BOS,Celtics,114,1584.561,1568.941,50.38995,NYK,Knicks,121,1473.2585,1488.8785,H,L,0.77142143,
33253,199104260BOS,NBA,0,1991,4/26/1991,83,1,BOS,Celtics,127,1547.5155,1552.2596,48.026566,IND,Pacers,120,1510.7902,1506.046,H,W,0.68719846,
33260,199104280BOS,NBA,0,1991,4/28/1991,84,1,BOS,Celtics,118,1552.2596,1533.8422,46.137539,IND,Pacers,130,1506.046,1524.4635,H,L,0.69881749,
33271,199105010IND,NBA,1,1991,5/1/1991,85,1,BOS,Celtics,112,1533.8422,1545.2261,47.308308,IND,Pacers,105,1524.4635,1513.0796,A,W,0.37246454,
33276,199105030IND,NBA,1,1991,5/3/1991,86,1,BOS,Celtics,113,1545.2261,1540.9459,46.869244,IND,Pacers,116,1513.0796,1517.3597,A,L,0.40357375,
33279,199105050BOS,NBA,0,1991,5/5/1991,87,1,BOS,Celtics,124,1540.9459,1544.2965,47.213074,IND,Pacers,121,1517.3597,1514.0092,H,W,0.67071468,
